VAR,col
ICD_I130,903
ICD_I214,904
ICD_I2510,905
ICD_I252,906
ICD_I2699,907
ICD_I340,908
ICD_I350,909
ICD_I429,910
ICD_I471,911
ICD_I480,912
ICD_I482,913
ICD_I4891,914
ICD_I5022,915
ICD_I5032,916
ICD_I509,917
ICD_I517,918
ICD_I639,919
ICD_I739,920
ICD_I872,921
ICD_I959,922
ICD_J0100,923
ICD_J0190,924
ICD_J020,925
ICD_J029,926
ICD_J069,927
ICD_J189,928
ICD_J209,929
ICD_J301,930
ICD_J302,931
ICD_J3081,932
ICD_J3089,933
ICD_J309,934
ICD_J329,935
ICD_J342,936
ICD_J343,937
ICD_J3489,938
ICD_J40,939
ICD_J441,940
ICD_J449,941
ICD_J4520,942
ICD_J45901,943
ICD_J45909,944
ICD_J90,945
ICD_J9600,946
ICD_J9601,947
ICD_J9811,948
ICD_J984,949
ICD_K011,950
ICD_K210,951
ICD_K219,952
ICD_K2950,953
ICD_K2970,954
ICD_K3189,955
ICD_K449,956
ICD_K5090,957
ICD_K529,958
ICD_K5730,959
ICD_K589,960
ICD_K5900,961
ICD_K625,962
ICD_K635,963
ICD_K648,964
ICD_K7460,965
ICD_K760,966
ICD_K8020,967
ICD_K921,968
ICD_K922,969
ICD_L03115,970
ICD_L03116,971
ICD_L309,972
ICD_L570,973
ICD_L700,974
ICD_L814,975
ICD_L820,976
ICD_L821,977
ICD_M069,978
ICD_M109,979
ICD_M1611,980
ICD_M1612,981
ICD_M170,982
ICD_M1711,983
ICD_M1712,984
